rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.780866932449706	1.28401524097105e-17	7.87529347795575e-16	0.545748922174868
BRCA	ZNF32|7580	1	mod3	-0.809364325556823	2.43586586148606e-09	6.40284740733478e-09	0.319331639227296
BRCA	ZNF768|79724	1	mod3	-0.514924461924705	3.29622652287738e-08	7.35158400253864e-08	0.281036174563824
BRCA	ZNF205|7755	1	mod3	-0.376829554027334	3.98838745520566e-07	7.09046658703228e-07	0.242550519477248
BRCA	ZNF18|7566	1	mod7	-0.710451278799827	4.0404710134811e-06	6.30039547864849e-06	0.239736416493906
BRCA	ZNF747|65988	1	mod3	-0.839673576222386	6.66194870382783e-07	1.15641373726823e-06	0.234407137365474
BRCA	ZNF777|27153	1	mod3	-0.478236142658281	6.18103223469154e-06	9.28416270353668e-06	0.198166110593825
BRCA	ZNF584|201514	1	mod3	-0.89578661391046	6.88200939437217e-05	9.32756086773507e-05	0.157397642080937
LUADLUSC	ZNF511|118472	1	mod7	-0.509519539213337	5.39382436185156e-08	3.25397928714979e-07	0.292333084254698
LUADLUSC	ZNF32|7580	1	mod7	-0.364731705961833	5.30656601525329e-06	2.32478130192049e-05	0.215214873085563
