rep(cancerdir, nrow(sigminus))	genenames	fixed_generatio	bestmodelnames	generatio_coef	generatio_pval	generatio_qval	partialeta2
BRCA	ZNF511|118472	1	mod3	-0.997618732203412	4.91882578518654e-19	2.26265986118581e-17	0.57628467849395
BRCA	ZNF32|7580	1	mod3	-1.1617333698625	7.91293007040877e-13	4.69670688050069e-12	0.425633520369211
BRCA	ZNF205|7755	1	mod3	-0.41465745871007	1.00907453560026e-05	1.68790649591316e-05	0.190002939564381
BRCA	ZNF768|79724	1	mod3	-0.515987186206002	1.57155135131869e-05	2.57035954349012e-05	0.182566912550463
BRCA	ZNF18|7566	1	mod3	-0.874050158636935	3.68122222000554e-05	5.76463734877463e-05	0.168130686372092
BRCA	ZNF747|65988	1	mod3	-0.882318945317913	3.83220194639901e-05	5.97563693336795e-05	0.167444207170568
BRCA	ZNF71|58491	1	mod3	-0.744418902503581	5.26975077043019e-05	8.14818606520298e-05	0.1619889828777
CHOLLIHC	ZNF768|79724	1	mod3	-0.809385413400048	1.66940982345194e-06	3.61378126488419e-05	0.338489456099501
CHOLLIHC	ZNF282|8427	1	mod3	-1.05199905155909	2.28634704147355e-06	4.26409234924933e-05	0.331252851800924
KICHKIRCKIRP	ZNF511|118472	1	mod7	-0.429382636320646	1.27046260628122e-08	1.08727962584067e-07	0.255940947275152
KICHKIRCKIRP	ZNF32|7580	1	mod7	-0.316057276752544	1.12288348323151e-05	4.34969601925469e-05	0.161509021664153
LUADLUSC	ZNF511|118472	1	mod7	-0.808135146623519	1.82249355442487e-13	2.57952933857058e-12	0.469303699508785
LUADLUSC	ZNF32|7580	1	mod7	-0.639633647965129	7.31523065729345e-12	8.1575905511636e-11	0.422393818652824
LUADLUSC	ZNF627|199692	1	mod7	-0.503949837978175	2.02559980155145e-07	1.09620695142784e-06	0.270820419130538
LUADLUSC	ZNF468|90333	1	mod7	-0.709560709131381	5.15559097066596e-06	2.31372863073789e-05	0.215721918958964
